drug	genes	mode	question	answer	llm_answer	llm_genes	precision	recall
fluoxetine	CYP2D6	clinician	I want to give my patient fluoxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
fluoxetine	CYP2B6;CYP2C19	clinician	I want to give my patient fluoxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	0.5
fluoxetine	CYP2C19	clinician	I want to give my patient fluoxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
fluoxetine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for fluoxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
fluoxetine	CYP2B6;CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for fluoxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	0.5
fluoxetine	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for fluoxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
flurbiprofen	CYP2C9	clinician	I want to give my patient flurbiprofen. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;CYP2C8	['CYP2C9', 'CYP2C8']	0.5	1.0
flurbiprofen	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for flurbiprofen? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
fluvastatin	CYP2C9;SLCO1B1	clinician	I want to give my patient fluvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;SLCO1B1	SLCO1B1;ABCB1;CYP2C9	['SLCO1B1', 'ABCB1', 'CYP2C9']	0.6666666666666666	1.0
fluvastatin	SLCO1B1	clinician	I want to give my patient fluvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1;ABCB1;CYP2C9	['SLCO1B1', 'ABCB1', 'CYP2C9']	0.3333333333333333	1.0
fluvastatin	ABCG2;SLCO1B1	clinician	I want to give my patient fluvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	ABCG2;SLCO1B1	SLCO1B1;ABCB1;CYP2C9	['SLCO1B1', 'ABCB1', 'CYP2C9']	0.3333333333333333	0.5
fluvastatin	CYP2C9;SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for fluvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;SLCO1B1	CYP2C9	['CYP2C9']	1.0	0.5
fluvastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for fluvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	1.0
fluvastatin	ABCG2;SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for fluvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	ABCG2;SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	0.5
fluvoxamine	CYP2D6	clinician	I want to give my patient fluvoxamine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP1A2;CYP2D6	['CYP1A2', 'CYP2D6']	0.5	1.0
fluvoxamine	CYP2B6;CYP2C19	clinician	I want to give my patient fluvoxamine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	0.5
fluvoxamine	CYP2C19	clinician	I want to give my patient fluvoxamine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
fluvoxamine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for fluvoxamine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
fluvoxamine	CYP2B6;CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for fluvoxamine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2D6	['CYP2D6']	0.0	0.0
fluvoxamine	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for fluvoxamine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6	['CYP2D6']	0.0	0.0
fosphenytoin	HLA-B;CYP2C9	clinician	I want to give my patient fosphenytoin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-B;CYP2C9	CYP2C9;HLA-B	['CYP2C9', 'HLA-B']	1.0	1.0
fosphenytoin	HLA-B;CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for fosphenytoin? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-B;CYP2C9	CYP2C9;HLA-B	['CYP2C9', 'HLA-B']	1.0	1.0
furazolidone	G6PD	clinician	I want to give my patient furazolidone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	NAT2;MAO;COMT;SLC22A1	['NAT2', 'MAO', 'COMT', 'SLC22A1']	0.0	0.0
furazolidone	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for furazolidone? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	NAT1;NAT2	['NAT1', 'NAT2']	0.0	0.0
gentamicin	MT-RNR1	clinician	I want to give my patient gentamicin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1;GSTM1	['MT-RNR1', 'GSTM1']	0.5	1.0
gentamicin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for gentamicin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1	['MT-RNR1']	1.0	1.0
gliclazide	G6PD	clinician	I want to give my patient gliclazide. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	KCNJ11;ABCC8	['KCNJ11', 'ABCC8']	0.0	0.0
gliclazide	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for gliclazide? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9	['CYP2C9']	0.0	0.0
glimepiride	G6PD	clinician	I want to give my patient glimepiride. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9;KCNJ11;ABCC8	['CYP2C9', 'KCNJ11', 'ABCC8']	0.0	0.0
glimepiride	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for glimepiride? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9	['CYP2C9']	0.0	0.0
glipizide	G6PD	clinician	I want to give my patient glipizide. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9;ABCC8;KCNJ11	['CYP2C9', 'ABCC8', 'KCNJ11']	0.0	0.0
glipizide	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for glipizide? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9	['CYP2C9']	0.0	0.0
glyburide	G6PD	clinician	I want to give my patient glyburide. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9;ABCC8;KCNJ11	['CYP2C9', 'ABCC8', 'KCNJ11']	0.0	0.0
glyburide	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for glyburide? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9	['CYP2C9']	0.0	0.0
halothane	RYR1;CACNA1S	clinician	I want to give my patient halothane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S	['RYR1', 'CACNA1S']	1.0	1.0
halothane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for halothane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S	['RYR1', 'CACNA1S']	1.0	1.0
hydrocodone	CYP2D6	clinician	I want to give my patient hydrocodone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;OPRM1	['CYP2D6', 'OPRM1']	0.5	1.0
hydrocodone	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for hydrocodone? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
hydromorphone	CYP2D6	clinician	I want to give my patient hydromorphone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP3A4;CYP3A5;OPRM1	['CYP3A4', 'CYP3A5', 'OPRM1']	0.0	0.0
hydromorphone	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for hydromorphone? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	UGT2B7	['UGT2B7']	0.0	0.0
hydroxychloroquine	G6PD	clinician	I want to give my patient hydroxychloroquine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2D6;G6PD	['CYP2D6', 'G6PD']	0.5	1.0
hydroxychloroquine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for hydroxychloroquine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	There are no genes with actionable pharmacogenetic guidelines for hydroxychloroquine.	['There are no genes with actionable pharmacogenetic guidelines for hydroxychloroquine.']	0.0	0.0
ibuprofen	CYP2C9	clinician	I want to give my patient ibuprofen. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;PTGS1;PTGS2	['CYP2C9', 'PTGS1', 'PTGS2']	0.3333333333333333	1.0
ibuprofen	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for ibuprofen? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
imipramine	CYP2D6	clinician	I want to give my patient imipramine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
imipramine	CYP2D6;CYP2C19	clinician	I want to give my patient imipramine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6;CYP2C19	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	1.0	1.0
imipramine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for imipramine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2C19;CYP2D6	['CYP2C19', 'CYP2D6']	0.5	1.0
imipramine	CYP2D6;CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for imipramine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6;CYP2C19	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	1.0	1.0
indomethacin	CYP2C9	clinician	I want to give my patient indomethacin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;SLCO1B1	['CYP2C9', 'SLCO1B1']	0.5	1.0
indomethacin	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for indomethacin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
isoflurane	RYR1;CACNA1S	clinician	I want to give my patient isoflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S;G6PD	['RYR1', 'CACNA1S', 'G6PD']	0.6666666666666666	1.0
isoflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for isoflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S	['RYR1', 'CACNA1S']	1.0	1.0
ivacaftor	CFTR	clinician	I want to give my patient ivacaftor. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CFTR	CFTR	['CFTR']	1.0	1.0
ivacaftor	CFTR	researcher	What genes have actionable pharmacogenetic guidelines for ivacaftor? Please respond with nothing but a list of gene symbols delimited by ';'.	CFTR	CFTR	['CFTR']	1.0	1.0
kanamycin	MT-RNR1	clinician	I want to give my patient kanamycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1	['MT-RNR1']	1.0	1.0
kanamycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for kanamycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	mt-RNR1	['mt-RNR1']	0.0	0.0
lansoprazole	CYP2C19	clinician	I want to give my patient lansoprazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
lansoprazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for lansoprazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
levomethadone	CYP2D6	clinician	I want to give my patient levomethadone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2B6;ABCB1;OPRM1	['CYP2B6', 'ABCB1', 'OPRM1']	0.0	0.0
levomethadone	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for levomethadone? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2B6;CYP2C19	['CYP2B6', 'CYP2C19']	0.0	0.0
levomilnacipran	CYP2D6	clinician	I want to give my patient levomilnacipran. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP3A4;CYP3A5	['CYP2D6', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
levomilnacipran	CYP2B6;CYP2C19	clinician	I want to give my patient levomilnacipran. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP3A4;CYP2D6	['CYP3A4', 'CYP2D6']	0.0	0.0
levomilnacipran	CYP2C19	clinician	I want to give my patient levomilnacipran. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6;CYP3A4;CYP3A5	['CYP2D6', 'CYP3A4', 'CYP3A5']	0.0	0.0
levomilnacipran	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for levomilnacipran? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	None	['None']	0.0	0.0
levomilnacipran	CYP2B6;CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for levomilnacipran? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	None	['None']	0.0	0.0
levomilnacipran	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for levomilnacipran? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	No actionable genes.	['No actionable genes.']	0.0	0.0
lornoxicam	CYP2C9	clinician	I want to give my patient lornoxicam. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;ABCB1;UGT2B7	['CYP2C9', 'ABCB1', 'UGT2B7']	0.3333333333333333	1.0
lornoxicam	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for lornoxicam? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
lovastatin	CYP2C9;SLCO1B1	clinician	I want to give my patient lovastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;SLCO1B1	CYP3A4;CYP3A5;SLCO1B1;ABCB1	['CYP3A4', 'CYP3A5', 'SLCO1B1', 'ABCB1']	0.25	0.5
lovastatin	SLCO1B1	clinician	I want to give my patient lovastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	CYP3A4;CYP3A5;SLCO1B1	['CYP3A4', 'CYP3A5', 'SLCO1B1']	0.3333333333333333	1.0
lovastatin	ABCG2;SLCO1B1	clinician	I want to give my patient lovastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	ABCG2;SLCO1B1	SLCO1B1;CYP3A4;CYP3A5	['SLCO1B1', 'CYP3A4', 'CYP3A5']	0.3333333333333333	0.5
lovastatin	CYP2C9;SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for lovastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	0.5
lovastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for lovastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	CYP3A4;SLCO1B1	['CYP3A4', 'SLCO1B1']	0.5	1.0
lovastatin	ABCG2;SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for lovastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	ABCG2;SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	0.5
lumiracoxib	CYP2C9	clinician	I want to give my patient lumiracoxib. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
lumiracoxib	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for lumiracoxib? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
mafenide	G6PD	clinician	I want to give my patient mafenide. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;NAT2	['G6PD', 'NAT2']	0.5	1.0
mafenide	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for mafenide? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	No actionable pharmacogenetic guidelines exist for mafenide.	['No actionable pharmacogenetic guidelines exist for mafenide.']	0.0	0.0
meloxicam	CYP2C9	clinician	I want to give my patient meloxicam. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;VKORC1	['CYP2C9', 'VKORC1']	0.5	1.0
meloxicam	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for meloxicam? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
mepacrine	G6PD	clinician	I want to give my patient mepacrine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C8;CYP2D6	['CYP2C8', 'CYP2D6']	0.0	0.0
mepacrine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for mepacrine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	There are no genes with actionable pharmacogenetic guidelines for mepacrine.	['There are no genes with actionable pharmacogenetic guidelines for mepacrine.']	0.0	0.0
mercaptopurine	TPMT;NUDT15	clinician	I want to give my patient mercaptopurine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	TPMT;NUDT15	TPMT;NUDT15	['TPMT', 'NUDT15']	1.0	1.0
mercaptopurine	TPMT;NUDT15	researcher	What genes have actionable pharmacogenetic guidelines for mercaptopurine? Please respond with nothing but a list of gene symbols delimited by ';'.	TPMT;NUDT15	TPMT;NUDT15	['TPMT', 'NUDT15']	1.0	1.0
mesalazine	G6PD	clinician	I want to give my patient mesalazine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	NAT1;NAT2	['NAT1', 'NAT2']	0.0	0.0
mesalazine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for mesalazine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	NAT1;NAT2	['NAT1', 'NAT2']	0.0	0.0
metamizole	CYP2C9	clinician	I want to give my patient metamizole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;UGT1A6;SLCO1B1;FMO3	['CYP2C9', 'UGT1A6', 'SLCO1B1', 'FMO3']	0.25	1.0
metamizole	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for metamizole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;CYP2B6	['CYP2C9', 'CYP2B6']	0.5	1.0
methadone	CYP2D6	clinician	I want to give my patient methadone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2B6;CYP2C19;CYP3A4;CYP3A5;ABCB1	['CYP2B6', 'CYP2C19', 'CYP3A4', 'CYP3A5', 'ABCB1']	0.0	0.0
methadone	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for methadone? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2B6;COMT;OPRM1;ABCB1	['CYP2B6', 'COMT', 'OPRM1', 'ABCB1']	0.0	0.0
methoxyflurane	RYR1;CACNA1S	clinician	I want to give my patient methoxyflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5	['GSTM1', 'GSTM2', 'GSTM3', 'GSTM4', 'GSTM5']	0.0	0.0
methoxyflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for methoxyflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S	['RYR1', 'CACNA1S']	1.0	1.0
methylene blue	G6PD	clinician	I want to give my patient methylene blue. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;MAOA	['G6PD', 'MAOA']	0.5	1.0
methylene blue	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for methylene blue? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
milnacipran	CYP2D6	clinician	I want to give my patient milnacipran. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2C19;COMT	['CYP2D6', 'CYP2C19', 'COMT']	0.3333333333333333	1.0
milnacipran	CYP2B6;CYP2C19	clinician	I want to give my patient milnacipran. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2D6;CYP2C19;SLC6A2;COMT	['CYP2D6', 'CYP2C19', 'SLC6A2', 'COMT']	0.25	0.5
milnacipran	CYP2C19	clinician	I want to give my patient milnacipran. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
milnacipran	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for milnacipran? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
milnacipran	CYP2B6;CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for milnacipran? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2D6	['CYP2D6']	0.0	0.0
milnacipran	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for milnacipran? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
morphine	CYP2D6	clinician	I want to give my patient morphine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; COMT; OPRM1	['CYP2D6', 'COMT', 'OPRM1']	0.3333333333333333	1.0
morphine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for morphine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	COMT;OPRM1	['COMT', 'OPRM1']	0.0	0.0
moxifloxacin	G6PD	clinician	I want to give my patient moxifloxacin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C8;SLCO1B1;ABCB1	['CYP2C8', 'SLCO1B1', 'ABCB1']	0.0	0.0
moxifloxacin	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for moxifloxacin? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	None	['None']	0.0	0.0
nabumetone	CYP2C9	clinician	I want to give my patient nabumetone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;CYP1A2;CYP2C19	['CYP2C9', 'CYP1A2', 'CYP2C19']	0.3333333333333333	1.0
nabumetone	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for nabumetone? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
nalidixic acid	G6PD	clinician	I want to give my patient nalidixic acid. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;UGT1A1	['G6PD', 'UGT1A1']	0.5	1.0
nalidixic acid	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for nalidixic acid? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
naltrexone	CYP2D6	clinician	I want to give my patient naltrexone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	OPRM1;DRD2;DBH	['OPRM1', 'DRD2', 'DBH']	0.0	0.0
naltrexone	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for naltrexone? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	OPRM1;POMC	['OPRM1', 'POMC']	0.0	0.0
naproxen	CYP2C9	clinician	I want to give my patient naproxen. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;SLCO1B1	['CYP2C9', 'SLCO1B1']	0.5	1.0
naproxen	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for naproxen? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
neomycin	MT-RNR1	clinician	I want to give my patient neomycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1; RPL3L	['MT-RNR1', 'RPL3L']	0.5	1.0
neomycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for neomycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There are no genes with actionable pharmacogenetic guidelines for neomycin.	['There are no genes with actionable pharmacogenetic guidelines for neomycin.']	0.0	0.0
