drug	genes	mode	question	answer	llm_answer	llm_genes	precision	recall
plazomicin	MT-RNR1	clinician	I want to give my patient plazomicin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1; CYP3A4; CYP3A5	['MT-RNR1', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
plazomicin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for plazomicin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	CYP3A5	['CYP3A5']	0.0	0.0
pravastatin	SLCO1B1	clinician	I want to give my patient pravastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1;APOE	['SLCO1B1', 'APOE']	0.5	1.0
pravastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for pravastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	1.0
primaquine	G6PD	clinician	I want to give my patient primaquine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2D6; G6PD	['CYP2D6', 'G6PD']	0.5	1.0
primaquine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for primaquine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2D6	['CYP2D6']	0.0	0.0
rasburicase	G6PD	clinician	I want to give my patient rasburicase. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
rasburicase	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for rasburicase? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
ribostamycin	MT-RNR1	clinician	I want to give my patient ribostamycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	SLC22A1; ABCC2; CYP3A5	['SLC22A1', 'ABCC2', 'CYP3A5']	0.0	0.0
ribostamycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for ribostamycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	No genes have actionable pharmacogenetic guidelines for ribostamycin.	['No genes have actionable pharmacogenetic guidelines for ribostamycin.']	0.0	0.0
rosuvastatin	SLCO1B1;ABCG2	clinician	I want to give my patient rosuvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1;ABCG2	SLCO1B1; ABCG2; CYP2C9; APOE	['SLCO1B1', 'ABCG2', 'CYP2C9', 'APOE']	0.5	1.0
rosuvastatin	SLCO1B1;ABCG2	researcher	What genes have actionable pharmacogenetic guidelines for rosuvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1;ABCG2	SLCO1B1;B4GALT3	['SLCO1B1', 'B4GALT3']	0.5	0.5
sertraline	CYP2C19	clinician	I want to give my patient sertraline. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19;CYP2D6	['CYP2C19', 'CYP2D6']	0.5	1.0
sertraline	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for sertraline? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP2D6	['CYP2C19', 'CYP2D6']	0.5	1.0
sevoflurane	RYR1;CACNA1S	clinician	I want to give my patient sevoflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	CYP2E1;RYR1;CACNA1S	['CYP2E1', 'RYR1', 'CACNA1S']	0.6666666666666666	1.0
sevoflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for sevoflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	CYP2E1	['CYP2E1']	0.0	0.0
simvastatin	SLCO1B1	clinician	I want to give my patient simvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1; CYP3A4; CYP3A5	['SLCO1B1', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
simvastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for simvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	1.0
siponimod	CYP2C9	clinician	I want to give my patient siponimod. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;CYP3A4	['CYP2C9', 'CYP3A4']	0.5	1.0
siponimod	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for siponimod? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9; HLA-B	['CYP2C9', 'HLA-B']	0.5	1.0
streptomycin	MT-RNR1	clinician	I want to give my patient streptomycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	SLC47A1;SLC47A2	['SLC47A1', 'SLC47A2']	0.0	0.0
streptomycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for streptomycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	SLC22A1; RRM1	['SLC22A1', 'RRM1']	0.0	0.0
succinylcholine	RYR1;CACNA1S	clinician	I want to give my patient succinylcholine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	BCHE; CYP2D6	['BCHE', 'CYP2D6']	0.0	0.0
succinylcholine	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for succinylcholine? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	BCHE	['BCHE']	0.0	0.0
tacrolimus	CYP3A5	clinician	I want to give my patient tacrolimus. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP3A5	CYP3A5; CYP3A4; ABCB1	['CYP3A5', 'CYP3A4', 'ABCB1']	0.3333333333333333	1.0
tacrolimus	CYP3A5	researcher	What genes have actionable pharmacogenetic guidelines for tacrolimus? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP3A5	CYP3A5; CYP3A4	['CYP3A5', 'CYP3A4']	0.5	1.0
tafenoquine	G6PD	clinician	I want to give my patient tafenoquine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
tafenoquine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for tafenoquine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2D6	['CYP2D6']	0.0	0.0
tamoxifen	CYP2D6	clinician	I want to give my patient tamoxifen. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; SULT1A1; CYP3A5; CYP2C19	['CYP2D6', 'SULT1A1', 'CYP3A5', 'CYP2C19']	0.25	1.0
tamoxifen	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for tamoxifen? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
tenoxicam	CYP2C9	clinician	I want to give my patient tenoxicam. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9; UGT1A1; UGT2B7	['CYP2C9', 'UGT1A1', 'UGT2B7']	0.3333333333333333	1.0
tenoxicam	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for tenoxicam? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9; UGT2B7	['CYP2C9', 'UGT2B7']	0.5	1.0
thioguanine	NUDT15;TPMT	clinician	I want to give my patient thioguanine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	NUDT15;TPMT	NUDT15; TPMT	['NUDT15', 'TPMT']	1.0	1.0
thioguanine	NUDT15;TPMT	researcher	What genes have actionable pharmacogenetic guidelines for thioguanine? Please respond with nothing but a list of gene symbols delimited by ';'.	NUDT15;TPMT	TPMT; NUDT15	['TPMT', 'NUDT15']	1.0	1.0
tobramycin	MT-RNR1	clinician	I want to give my patient tobramycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	OTOF;SLC26A5;KCNE1;GJB2;GJB6	['OTOF', 'SLC26A5', 'KCNE1', 'GJB2', 'GJB6']	0.0	0.0
tobramycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for tobramycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	NAT2	['NAT2']	0.0	0.0
toluidine blue	G6PD	clinician	I want to give my patient toluidine blue. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	UGT1A1; ABCB1; ABCG2	['UGT1A1', 'ABCB1', 'ABCG2']	0.0	0.0
toluidine blue	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for toluidine blue? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	There are currently no pharmacogenetic guidelines specific to toluidine blue involving actionable gene recommendations.	['There are currently no pharmacogenetic guidelines specific to toluidine blue involving actionable gene recommendations.']	0.0	0.0
tramadol	CYP2D6	clinician	I want to give my patient tramadol. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;OPRM1	['CYP2D6', 'OPRM1']	0.5	1.0
tramadol	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for tramadol? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
tropisetron	CYP2D6	clinician	I want to give my patient tropisetron. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; ABCB1	['CYP2D6', 'ABCB1']	0.5	1.0
tropisetron	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for tropisetron? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
voriconazole	CYP2C19	clinician	I want to give my patient voriconazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19;CYP2C9;CYP3A4;CYP3A5	['CYP2C19', 'CYP2C9', 'CYP3A4', 'CYP3A5']	0.25	1.0
voriconazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for voriconazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
vortioxetine	CYP2D6	clinician	I want to give my patient vortioxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
vortioxetine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for vortioxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
warfarin	CYP4F2;CYP2C9;VKORC1	clinician	I want to give my patient warfarin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP4F2;CYP2C9;VKORC1	CYP2C9; VKORC1; CYP4F2; GGCX	['CYP2C9', 'VKORC1', 'CYP4F2', 'GGCX']	0.75	1.0
warfarin	CYP4F2;CYP2C9;VKORC1	researcher	What genes have actionable pharmacogenetic guidelines for warfarin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP4F2;CYP2C9;VKORC1	CYP2C9; VKORC1	['CYP2C9', 'VKORC1']	1.0	0.6666666666666666
